origin_country,destination_country,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_success
6,2,12,1,2021,1,2,2022,1,2,35387,2.62,5,3,4,0.0,1
5,3,13,4,2023,0,3,2026,1,3,90534,2.53,1,1,3,5.6,1
1,8,5,1,2023,1,4,2025,0,10,0,3.2,3,1,4,0.0,0
9,4,0,3,2023,0,1,2024,1,4,97237,3.19,1,2,1,6.0,1
1,2,3,7,2021,1,3,2022,1,2,80559,2.59,5,2,0,6.3,1
0,4,6,7,2020,0,0,2021,0,10,0,3.32,5,2,3,5.7,0
0,6,3,4,2022,1,4,2023,0,10,0,3.57,1,2,3,5.6,0
4,2,2,5,2022,0,1,2024,1,2,64481,3.87,3,0,4,0.0,1
7,0,5,0,2021,1,3,2022,0,10,0,2.93,1,3,2,7.3,0
5,3,7,6,2019,0,2,2022,1,3,40028,3.85,0,3,2,7.2,1
8,6,3,4,2022,0,3,2025,0,10,0,3.54,2,1,2,5.1,0
1,7,10,6,2023,0,0,2026,0,10,0,2.82,1,3,1,7.3,0
8,9,6,6,2020,0,0,2023,0,10,0,3.07,2,1,0,6.2,0
3,6,14,7,2021,1,0,2024,0,10,0,2.65,0,2,2,5.9,0
6,0,3,5,2023,1,4,2026,0,10,0,3.37,2,4,0,8.3,0
8,6,8,1,2022,0,1,2025,0,10,0,2.55,5,0,0,5.7,0
7,0,2,3,2022,1,2,2024,1,0,102505,3.32,2,0,1,8.4,1
5,2,14,3,2020,0,1,2022,0,10,0,3.42,1,1,0,5.9,0
6,9,13,3,2023,0,4,2026,1,9,44053,3.34,5,0,1,6.1,1
3,8,6,6,2022,1,2,2023,1,8,103122,3.6,1,1,0,8.7,1
3,1,1,1,2022,1,1,2023,0,10,0,3.01,3,3,1,8.7,0
5,4,9,4,2020,1,1,2022,1,4,66037,2.86,5,2,0,8.7,1
5,9,13,1,2022,0,0,2024,0,10,0,2.65,3,1,2,7.5,0
1,9,4,5,2022,0,1,2023,0,10,0,3.27,1,2,4,0.0,0
2,9,9,7,2023,1,3,2025,1,9,101360,3.9,1,3,3,8.0,1
6,5,8,2,2021,1,2,2022,0,10,0,2.59,1,4,0,8.9,0
9,1,9,0,2020,1,0,2022,1,1,91850,3.02,3,3,4,0.0,1
4,5,6,2,2023,0,4,2024,0,10,0,2.94,3,1,2,8.7,0
9,1,1,1,2021,1,1,2023,0,10,0,3.72,0,3,3,8.9,0
3,7,7,0,2019,0,0,2020,1,7,76857,3.25,0,3,2,5.2,1
1,2,0,2,2023,1,3,2024,0,10,0,2.82,4,3,1,5.3,0
0,2,4,6,2023,0,4,2024,1,2,81482,2.96,1,1,3,6.2,1
7,9,5,3,2022,1,4,2023,0,10,0,3.13,5,3,2,6.0,0
9,6,14,0,2023,0,0,2024,0,10,0,2.52,1,1,2,5.6,0
8,9,8,5,2023,0,1,2024,0,10,0,3.09,2,4,3,5.0,0
3,6,9,0,2019,0,0,2020,1,6,108906,3.31,2,2,3,6.5,1
8,0,10,6,2023,1,0,2025,1,0,45379,2.66,0,4,2,6.2,1
0,7,0,7,2019,0,1,2022,1,7,138714,3.17,0,4,1,8.6,1
4,3,14,6,2023,0,2,2026,0,10,0,3.65,5,1,0,6.6,0
9,8,7,7,2020,0,3,2023,1,8,60371,3.24,2,4,0,8.7,1
5,2,6,2,2023,0,1,2026,1,2,102103,3.72,0,1,4,0.0,1
9,7,5,1,2023,1,2,2026,0,10,0,3.5,3,0,1,5.5,0
5,3,1,1,2022,1,0,2025,0,10,0,3.09,3,1,0,6.1,0
7,6,9,5,2020,0,1,2023,0,10,0,3.38,4,1,1,6.7,0
6,7,3,3,2022,0,3,2024,1,7,106167,3.92,5,2,0,7.5,1
0,6,9,5,2019,0,1,2020,0,10,0,3.83,2,4,3,7.8,0
8,1,13,6,2022,1,3,2024,0,10,0,3.55,0,3,3,7.4,0
4,5,1,0,2021,0,0,2022,0,10,0,3.47,2,4,0,7.2,0
7,0,2,3,2023,1,0,2025,1,0,59717,3.45,1,3,2,7.8,1
8,7,10,4,2022,0,4,2025,1,7,105856,3.68,0,4,1,7.2,1
5,8,1,5,2021,1,2,2022,1,8,120915,3.43,5,0,0,6.7,1
0,9,7,3,2023,0,2,2026,1,9,78277,3.58,5,4,0,7.6,1
2,0,11,6,2020,0,2,2023,0,10,0,2.73,5,3,0,7.3,0
0,4,2,2,2021,0,3,2024,1,4,122795,3.32,2,3,2,5.8,1
9,7,5,4,2022,0,3,2024,0,10,0,3.06,5,0,0,6.5,0
2,5,5,5,2022,0,2,2025,0,10,0,2.94,5,3,1,6.9,0
2,3,2,0,2021,0,1,2022,0,10,0,3.82,5,3,1,6.7,0
0,8,10,7,2021,1,3,2023,1,8,134347,3.75,3,2,2,6.8,1
5,0,4,0,2021,0,3,2023,1,0,95395,2.52,4,1,3,5.2,1
3,2,14,4,2022,1,2,2025,0,10,0,3.08,2,2,1,6.2,0
0,8,9,0,2022,0,1,2024,1,8,138294,3.33,3,2,1,8.0,1
5,7,8,1,2022,1,1,2023,0,10,0,2.98,3,2,0,6.6,0
3,4,9,1,2023,0,1,2026,1,4,101852,2.77,5,2,0,5.2,1
4,9,7,5,2023,0,0,2024,1,9,40467,3.45,0,4,4,0.0,1
2,8,1,3,2021,1,0,2022,1,8,120827,3.56,5,4,0,5.8,1
4,8,13,0,2020,0,4,2023,1,8,124627,3.72,0,1,0,5.8,1
5,8,0,2,2022,0,3,2023,1,8,118484,3.16,5,1,0,6.1,1
0,6,14,1,2021,0,0,2024,0,10,0,3.68,2,2,1,8.8,0
7,3,8,7,2023,0,2,2026,1,3,33310,3.65,2,0,2,6.5,1
2,3,1,6,2023,0,3,2025,0,10,0,2.95,2,3,4,0.0,0
4,2,6,3,2021,1,4,2024,1,2,91897,2.67,5,1,4,0.0,1
1,8,5,3,2020,1,2,2021,0,10,0,2.83,2,0,4,0.0,0
5,3,13,4,2020,0,1,2021,0,10,0,2.7,5,2,0,8.7,0
6,5,4,2,2021,0,3,2022,1,5,136424,3.99,3,0,3,6.9,1
4,3,5,2,2020,1,4,2023,0,10,0,2.88,0,3,0,7.9,0
8,6,1,0,2022,0,3,2025,1,6,126869,3.81,3,2,0,7.9,1
0,3,11,3,2023,0,2,2025,1,3,40246,3.11,3,3,0,7.2,1
4,2,9,5,2020,0,4,2021,0,10,0,3.93,3,3,1,6.7,0
0,3,0,7,2023,0,0,2025,0,10,0,3.96,1,1,2,7.6,0
2,8,4,2,2019,0,1,2022,1,8,53421,3.58,4,3,3,6.5,1
4,1,1,7,2019,0,4,2022,0,10,0,3.32,0,0,1,8.0,0
8,5,5,4,2022,0,4,2023,1,5,39612,3.3,4,1,4,0.0,1
7,6,8,1,2019,1,0,2021,1,6,126363,2.89,1,1,0,8.8,1
1,6,7,0,2019,1,2,2021,0,10,0,3.49,0,2,0,5.8,0
5,1,3,7,2023,0,1,2026,1,1,142080,3.63,1,0,1,6.4,1
3,8,8,0,2019,1,2,2022,1,8,88090,2.84,3,4,2,7.0,1
8,0,4,1,2021,1,1,2023,0,10,0,3.07,4,3,0,7.6,0
9,1,11,6,2019,0,4,2021,0,10,0,3.08,2,4,4,0.0,0
0,2,1,3,2020,1,0,2021,1,2,60575,3.31,0,4,2,8.8,1
5,6,6,5,2023,0,2,2026,0,10,0,3.07,0,1,3,8.7,0
2,9,6,0,2022,1,2,2023,1,9,109272,3.04,1,1,3,5.6,1
2,0,3,1,2023,1,0,2026,0,10,0,3.79,1,4,3,8.6,0
3,2,5,7,2021,0,4,2023,0,10,0,2.85,5,2,3,6.6,0
9,5,6,7,2022,1,2,2025,1,5,132249,2.95,0,2,1,7.5,1
0,6,14,1,2023,1,3,2026,1,6,45105,3.86,4,2,1,6.4,1
4,3,3,7,2022,1,0,2024,0,10,0,3.5,0,4,2,5.5,0
8,7,11,0,2019,1,1,2021,1,7,128109,2.96,5,3,4,0.0,1
8,7,11,0,2022,1,2,2025,0,10,0,3.12,3,0,2,6.6,0
1,8,3,7,2019,0,3,2020,1,8,48051,2.73,5,2,0,5.7,1
9,0,0,7,2021,1,1,2024,0,10,0,3.74,1,3,0,9.0,0
9,2,13,4,2022,1,3,2024,0,10,0,3.95,2,3,2,5.5,0
2,5,6,6,2019,0,0,2022,0,10,0,2.9,4,0,1,7.5,0
8,4,7,1,2019,1,3,2022,1,4,33511,3.43,1,4,3,8.3,1
5,2,1,5,2021,1,2,2023,0,10,0,3.0,2,3,0,5.2,0
9,3,5,7,2021,0,1,2022,1,3,106386,2.87,3,1,1,8.9,1
9,0,14,6,2022,0,4,2025,1,0,50948,3.89,2,4,3,5.6,1
3,2,11,0,2020,0,1,2023,0,10,0,3.25,0,3,2,7.0,0
8,2,14,7,2022,1,1,2023,1,2,59562,2.85,0,1,2,7.9,1
4,0,1,0,2019,1,3,2020,1,0,34812,2.72,3,0,3,5.6,1
7,2,1,1,2023,1,2,2025,1,2,53546,2.72,5,2,2,5.2,1
2,5,3,7,2022,0,1,2023,1,5,38059,2.6,4,2,4,0.0,1
2,1,13,7,2021,0,2,2023,1,1,47627,3.95,2,4,2,6.1,1
5,6,2,1,2022,1,4,2023,0,10,0,3.56,5,4,3,5.4,0
1,2,0,3,2019,1,3,2020,0,10,0,3.03,0,4,4,0.0,0
6,7,6,1,2022,0,4,2025,0,10,0,2.67,0,2,4,0.0,0
2,1,13,7,2023,0,2,2025,1,1,78891,2.94,0,0,2,7.1,1
7,2,10,2,2021,1,3,2023,0,10,0,3.6,5,0,2,8.5,0
8,1,7,6,2022,1,0,2025,1,1,48908,3.26,5,0,1,8.9,1
0,1,10,2,2020,1,3,2022,1,1,80721,3.61,3,4,2,8.5,1
6,7,4,1,2019,0,3,2020,0,10,0,3.4,1,1,2,5.9,0
0,9,13,5,2022,1,2,2024,0,10,0,3.76,5,4,1,7.2,0
1,9,0,5,2022,0,0,2023,0,10,0,3.35,3,2,1,6.7,0
9,3,0,1,2022,1,3,2025,1,3,93967,3.43,4,3,3,8.6,1
5,4,10,6,2020,1,2,2023,1,4,83751,2.97,0,1,0,8.8,1
8,6,12,3,2021,1,2,2023,0,10,0,3.35,3,0,3,8.1,0
0,3,3,3,2022,1,2,2025,1,3,143851,3.34,1,3,3,6.2,1
4,9,10,5,2020,1,4,2023,1,9,96857,3.66,3,1,2,6.4,1
1,2,7,0,2021,0,0,2022,1,2,126519,3.49,0,3,0,7.2,1
4,9,3,0,2022,0,4,2025,0,10,0,3.72,5,4,2,5.1,0
2,8,6,7,2020,0,2,2022,0,10,0,2.62,4,4,1,7.5,0
0,4,2,2,2021,0,3,2023,1,4,136092,3.44,5,2,2,7.0,1
4,8,8,1,2020,0,2,2022,0,10,0,3.92,0,1,0,8.7,0
1,8,10,7,2019,0,0,2022,1,8,73029,3.69,2,0,0,8.0,1
6,1,4,7,2019,1,1,2021,1,1,32301,2.63,2,3,3,6.6,1
5,0,3,6,2019,0,1,2020,1,0,118454,3.76,4,1,0,8.7,1
7,8,14,6,2023,1,0,2025,0,10,0,3.46,4,3,1,6.9,0
2,1,3,1,2021,0,3,2023,0,10,0,3.85,5,2,0,5.3,0
3,1,5,7,2023,1,2,2025,1,1,90547,4.0,5,4,2,6.6,1
8,6,5,5,2021,1,0,2022,1,6,69347,3.44,1,1,3,8.6,1
5,4,4,6,2021,0,3,2022,1,4,138136,2.62,1,0,4,0.0,1
8,2,10,7,2023,0,3,2026,0,10,0,2.56,5,4,1,7.0,0
6,8,8,2,2020,0,2,2023,0,10,0,3.44,0,2,0,5.1,0
5,7,10,2,2019,1,1,2020,1,7,132197,2.79,1,4,3,7.4,1
2,7,0,3,2019,0,1,2020,1,7,70823,2.62,3,3,3,8.8,1
5,4,0,6,2022,0,3,2024,1,4,68265,3.08,1,1,0,5.2,1
0,2,8,1,2019,0,3,2021,0,10,0,3.34,2,4,3,7.8,0
8,5,13,4,2020,1,2,2021,1,5,86303,3.88,3,3,3,8.3,1
6,8,7,2,2020,0,1,2023,0,10,0,3.9,2,0,2,5.9,0
0,7,14,7,2023,1,2,2025,0,10,0,2.7,2,1,2,5.3,0
3,2,7,1,2019,0,4,2020,0,10,0,3.97,3,0,1,8.7,0
5,3,11,3,2022,1,4,2024,1,3,135308,3.29,2,2,1,7.2,1
2,5,1,5,2023,1,3,2026,1,5,79997,3.76,0,2,0,8.4,1
0,9,8,2,2020,1,3,2021,0,10,0,3.92,1,4,2,6.9,0
7,2,4,1,2022,1,2,2024,1,2,114322,2.77,4,0,1,8.3,1
6,4,13,2,2019,1,1,2021,1,4,69759,3.63,1,2,4,0.0,1
1,5,11,0,2022,0,4,2025,1,5,82815,3.6,0,2,1,7.7,1
9,7,9,6,2022,1,0,2025,1,7,45933,3.84,2,2,0,7.6,1
7,9,13,6,2020,1,4,2023,1,9,38451,2.63,0,4,2,8.4,1
0,5,6,2,2022,1,1,2023,1,5,49935,3.56,5,3,0,7.5,1
8,0,11,4,2023,0,0,2026,0,10,0,3.77,1,2,1,5.6,0
1,6,10,2,2023,1,2,2024,1,6,83508,3.02,4,4,3,7.6,1
7,3,12,1,2022,1,0,2024,0,10,0,3.87,4,0,2,6.7,0
8,2,2,7,2023,1,2,2025,0,10,0,3.6,3,2,0,7.2,0
9,6,0,2,2020,1,1,2022,0,10,0,2.95,5,1,0,8.4,0
1,3,3,3,2021,0,3,2024,0,10,0,2.57,3,4,3,7.3,0
0,4,2,1,2022,1,3,2023,1,4,62829,2.73,3,0,0,8.9,1
9,0,3,0,2023,0,3,2025,1,0,35664,3.19,2,3,1,6.3,1
4,3,11,6,2022,1,1,2023,1,3,115786,3.22,0,0,3,7.5,1
8,1,2,6,2022,1,2,2023,1,1,109884,3.63,3,2,2,8.6,1
8,6,7,6,2019,0,3,2020,0,10,0,2.51,1,0,1,7.0,0
6,3,2,6,2023,1,2,2026,1,3,53325,2.75,5,1,2,5.2,1
0,5,2,5,2021,1,0,2022,1,5,51618,3.54,1,0,2,7.3,1
3,4,8,6,2020,0,3,2023,1,4,72464,3.32,1,0,0,8.9,1
1,5,12,2,2023,0,3,2025,1,5,47656,2.65,1,2,3,8.5,1
3,2,9,4,2023,0,1,2026,0,10,0,3.21,2,4,3,8.7,0
4,6,8,4,2023,0,2,2025,0,10,0,3.2,1,4,2,5.7,0
7,9,2,2,2022,1,0,2024,0,10,0,2.67,1,1,0,7.6,0
0,7,14,7,2022,1,1,2023,1,7,63908,2.54,4,0,1,8.9,1
8,2,1,7,2023,1,2,2024,1,2,117602,3.22,4,4,2,6.3,1
0,9,9,2,2022,1,2,2024,0,10,0,3.69,2,2,1,7.2,0
8,2,3,5,2019,0,3,2020,1,2,113285,3.24,5,2,2,8.8,1
5,2,2,2,2022,0,3,2023,0,10,0,2.64,5,0,1,7.5,0
4,9,14,5,2019,0,1,2022,0,10,0,2.65,4,4,4,0.0,0
1,4,6,1,2019,1,0,2021,0,10,0,2.76,3,2,0,8.0,0
6,9,0,2,2023,0,1,2025,0,10,0,3.89,0,3,3,5.4,0
2,8,12,2,2020,0,0,2023,1,8,45572,3.44,2,0,2,6.8,1
2,7,6,1,2020,1,3,2021,1,7,101745,3.8,5,0,4,0.0,1
0,3,12,4,2022,0,3,2024,1,3,148060,2.81,2,4,2,7.7,1
2,9,6,0,2022,1,1,2024,0,10,0,3.5,0,1,3,5.7,0
2,3,8,0,2019,0,2,2021,1,3,40552,2.6,0,0,2,5.4,1
3,6,12,2,2019,1,4,2021,1,6,39446,3.0,0,2,3,6.0,1
9,6,8,4,2021,0,3,2024,0,10,0,2.72,0,4,1,7.4,0
2,9,14,7,2023,1,0,2024,0,10,0,2.72,1,2,2,7.3,0
9,1,2,2,2019,1,0,2020,0,10,0,3.37,2,0,4,0.0,0
5,3,3,1,2019,0,1,2020,1,3,87846,3.84,0,0,4,0.0,1
8,6,12,0,2019,0,0,2022,1,6,54797,2.69,4,4,1,8.7,1
9,3,7,4,2020,1,3,2023,1,3,69089,3.81,0,0,0,7.0,1
3,1,3,7,2023,0,0,2024,1,1,115820,3.26,5,3,2,6.3,1
0,5,11,3,2021,1,1,2022,1,5,59146,3.96,0,3,3,6.8,1
2,4,13,5,2022,1,3,2025,0,10,0,3.46,0,4,0,5.1,0
5,1,1,0,2021,1,4,2024,1,1,134217,3.25,5,0,1,5.5,1
5,0,14,3,2022,1,2,2023,0,10,0,3.8,1,4,4,0.0,0
6,7,12,6,2023,1,4,2024,0,10,0,2.92,0,4,4,0.0,0
3,0,4,7,2019,0,4,2021,1,0,111856,3.42,4,0,0,7.3,1
5,7,12,6,2020,1,4,2023,0,10,0,2.67,5,2,0,8.7,0
8,0,12,6,2021,0,4,2023,1,0,47433,3.04,4,3,4,0.0,1
8,1,1,6,2020,0,4,2021,1,1,145618,3.07,5,3,0,8.0,1
6,3,9,6,2021,1,1,2023,0,10,0,2.63,5,1,3,8.4,0
3,7,11,6,2023,1,3,2025,1,7,133172,3.04,0,3,3,8.7,1
5,4,1,1,2022,1,1,2025,1,4,127959,3.89,4,1,4,0.0,1
6,3,7,5,2022,1,3,2024,1,3,98680,3.97,5,2,2,7.3,1
0,7,3,6,2019,0,3,2021,0,10,0,3.03,2,4,0,7.7,0
4,8,10,7,2019,1,4,2020,0,10,0,3.9,0,2,0,7.1,0
0,2,8,6,2022,1,4,2023,1,2,144039,3.88,3,2,2,8.2,1
0,2,3,6,2023,0,2,2026,0,10,0,2.54,1,2,4,0.0,0
1,2,13,2,2022,0,0,2025,0,10,0,3.72,0,4,4,0.0,0
5,8,7,7,2023,0,0,2025,1,8,80601,3.0,2,1,1,6.5,1
7,0,10,6,2021,0,0,2022,0,10,0,3.58,5,2,0,8.7,0
8,2,4,5,2020,0,1,2022,1,2,113090,3.91,4,1,1,6.0,1
8,7,1,3,2023,0,3,2025,0,10,0,2.94,4,2,3,8.6,0
0,6,6,3,2019,0,4,2022,0,10,0,3.42,3,0,4,0.0,0
6,7,2,1,2021,1,0,2022,1,7,119971,2.9,2,4,2,7.7,1
3,5,8,1,2020,1,0,2021,1,5,59475,3.98,4,0,3,8.0,1
8,7,12,2,2022,1,0,2023,1,7,70175,3.8,5,2,4,0.0,1
0,1,14,3,2019,1,3,2021,1,1,104443,3.12,2,0,2,7.9,1
6,9,7,3,2023,0,2,2024,1,9,52375,3.77,4,1,4,0.0,1
7,8,4,7,2021,0,2,2022,1,8,36121,2.65,2,2,2,8.4,1
3,7,11,2,2022,1,1,2025,1,7,50267,3.0,0,3,4,0.0,1
3,6,12,7,2019,0,4,2021,0,10,0,3.29,0,3,0,5.5,0
2,8,7,7,2022,1,1,2025,0,10,0,2.58,3,4,1,5.4,0
2,8,11,0,2021,0,4,2024,0,10,0,3.37,1,2,3,5.6,0
4,7,11,1,2020,0,2,2021,1,7,37762,3.08,2,0,3,8.2,1
6,1,14,2,2021,1,3,2024,0,10,0,3.43,3,4,0,9.0,0
5,0,13,4,2021,0,1,2023,1,0,75824,3.2,0,3,1,6.7,1
4,6,4,3,2019,0,1,2021,1,6,54624,2.99,5,2,4,0.0,1
8,2,0,4,2023,1,4,2025,1,2,116637,3.16,0,4,0,6.0,1
9,2,3,7,2023,0,1,2025,1,2,107930,3.09,1,1,3,6.8,1
1,7,5,5,2022,0,2,2024,1,7,134206,2.52,0,4,4,0.0,1
8,0,7,0,2019,1,1,2021,0,10,0,3.17,1,0,0,5.3,0
9,5,2,0,2021,0,1,2023,0,10,0,3.99,0,3,3,7.6,0
2,5,9,3,2020,1,2,2023,0,10,0,2.87,2,4,4,0.0,0
5,4,4,6,2019,0,4,2022,1,4,63084,3.14,0,0,4,0.0,1
7,2,3,6,2021,0,4,2023,1,2,121737,3.52,4,4,4,0.0,1
8,4,3,7,2022,1,2,2023,0,10,0,3.82,4,4,0,5.1,0
0,5,3,7,2021,1,2,2022,0,10,0,3.62,2,0,4,0.0,0
5,0,1,0,2023,1,2,2024,0,10,0,3.04,1,2,2,5.4,0
8,3,3,5,2020,1,3,2021,0,10,0,3.7,5,2,0,5.6,0
9,8,2,2,2022,1,0,2025,1,8,69960,2.68,3,1,2,6.9,1
4,3,9,1,2019,1,0,2021,1,3,104529,2.62,5,2,2,8.3,1
6,9,9,2,2023,1,3,2026,0,10,0,3.97,3,2,2,8.9,0
1,4,3,4,2023,1,4,2025,1,4,70624,2.75,0,3,0,8.6,1
2,6,14,0,2022,0,0,2023,0,10,0,3.4,3,1,0,8.9,0
6,8,11,4,2021,0,4,2024,0,10,0,2.78,1,2,1,8.9,0
7,5,5,6,2019,1,0,2022,1,5,101011,2.91,5,4,4,0.0,1
1,5,8,7,2022,0,2,2024,0,10,0,3.61,5,3,0,5.8,0
8,7,14,7,2021,1,2,2024,1,7,41759,3.28,4,0,4,0.0,1
2,9,6,2,2022,1,2,2023,1,9,97466,2.86,2,1,4,0.0,1
6,4,4,2,2021,1,2,2022,0,10,0,3.42,2,1,2,6.6,0
7,2,12,1,2019,0,0,2020,1,2,125307,3.42,3,2,4,0.0,1
4,2,8,2,2021,1,2,2024,1,2,53943,3.12,0,4,4,0.0,1
3,8,2,7,2023,0,3,2025,1,8,124999,2.9,2,3,0,6.6,1
9,4,11,1,2019,0,0,2022,0,10,0,3.01,2,1,4,0.0,0
5,7,9,6,2019,0,0,2020,0,10,0,3.51,1,0,2,6.1,0
1,0,10,6,2021,1,4,2024,1,0,79747,3.93,0,4,4,0.0,1
1,3,6,0,2020,0,3,2022,1,3,66226,2.86,1,1,0,5.2,1
9,0,6,3,2021,0,1,2022,0,10,0,3.18,0,4,2,6.7,0
8,3,6,3,2020,1,4,2021,0,10,0,3.67,2,0,3,8.5,0
3,1,0,0,2022,1,4,2024,0,10,0,3.56,0,3,3,5.7,0
2,8,9,7,2019,0,3,2022,1,8,74705,3.05,2,4,1,8.6,1
4,9,11,0,2021,0,3,2024,1,9,52787,3.68,5,0,2,6.0,1
3,8,7,2,2021,1,4,2022,0,10,0,2.78,4,2,3,6.6,0
6,4,3,3,2022,0,2,2023,0,10,0,2.81,2,3,1,5.8,0
9,1,12,0,2022,1,1,2023,1,1,81728,2.59,3,1,0,8.7,1
9,4,8,1,2020,0,4,2022,1,4,92500,3.47,2,3,1,8.8,1
6,9,0,2,2023,1,1,2025,0,10,0,2.76,5,1,1,7.4,0
5,4,5,5,2019,0,1,2022,0,10,0,2.79,3,1,2,6.2,0
6,2,11,7,2022,1,3,2024,1,2,124095,2.64,5,1,1,6.2,1
2,5,2,4,2023,1,4,2026,1,5,39738,2.89,2,1,3,7.2,1
8,7,1,5,2023,0,4,2026,0,10,0,2.57,2,0,2,8.7,0
9,2,6,7,2022,1,0,2024,0,10,0,3.08,0,4,1,5.7,0
5,7,7,6,2020,0,0,2021,1,7,119132,3.47,4,4,2,5.0,1
2,7,14,3,2021,0,0,2022,0,10,0,3.17,4,0,3,8.8,0
3,9,11,1,2021,0,3,2022,0,10,0,2.63,5,2,0,8.3,0
4,0,10,3,2023,0,2,2025,0,10,0,3.66,1,3,1,8.6,0
2,1,2,7,2023,0,3,2024,0,10,0,3.75,2,0,3,8.3,0
2,6,11,0,2021,0,0,2024,0,10,0,3.03,2,1,3,5.0,0
4,2,12,3,2023,0,3,2024,1,2,145707,2.52,4,0,3,6.5,1
8,0,14,6,2022,0,0,2024,0,10,0,3.76,5,0,4,0.0,0
3,7,4,2,2019,0,0,2020,0,10,0,3.27,4,1,2,8.2,0
9,6,13,6,2022,1,4,2025,0,10,0,3.18,3,3,1,7.2,0
9,3,13,3,2022,0,4,2024,0,10,0,3.2,5,3,4,0.0,0
0,3,12,1,2021,0,4,2022,1,3,140211,3.29,2,1,2,7.0,1
1,7,5,3,2022,1,1,2024,1,7,90459,3.66,4,3,0,7.2,1
9,2,11,3,2023,0,2,2025,0,10,0,2.76,1,0,4,0.0,0
7,6,3,0,2019,0,2,2020,1,6,125358,3.76,2,0,0,6.9,1
3,9,4,2,2019,1,3,2021,0,10,0,2.93,0,4,4,0.0,0
4,8,10,5,2023,1,3,2026,0,10,0,3.97,5,1,2,7.5,0
5,9,12,0,2021,0,3,2024,0,10,0,2.69,1,3,2,7.3,0
5,7,9,7,2019,1,3,2022,1,7,68057,2.61,4,4,1,6.6,1
6,1,2,7,2022,1,0,2025,1,1,141100,3.01,3,1,4,0.0,1
1,5,1,3,2022,0,3,2024,1,5,107447,2.98,1,0,1,8.8,1
0,4,9,0,2022,0,3,2025,0,10,0,3.61,2,0,1,7.5,0
2,3,0,7,2019,1,3,2020,0,10,0,3.26,4,1,0,8.9,0
9,8,6,0,2022,1,2,2023,1,8,139973,3.89,3,2,4,0.0,1
7,9,14,2,2019,0,1,2021,1,9,91530,3.0,2,2,4,0.0,1
2,5,13,1,2023,1,2,2025,0,10,0,3.4,4,1,4,0.0,0
2,3,7,0,2023,1,0,2025,0,10,0,3.89,5,4,3,6.5,0
3,8,11,5,2022,0,3,2023,1,8,53498,4.0,3,3,4,0.0,1
4,7,9,3,2021,1,3,2023,0,10,0,3.76,1,4,2,8.8,0
8,0,14,5,2023,0,1,2024,1,0,87073,3.24,0,1,3,7.5,1
6,8,8,1,2019,0,1,2022,0,10,0,3.04,1,1,0,7.9,0
6,0,2,5,2019,0,3,2022,1,0,66863,3.24,4,1,3,5.4,1
0,2,8,2,2022,0,4,2024,1,2,37674,3.45,1,3,4,0.0,1
0,5,2,5,2020,1,2,2021,0,10,0,3.78,4,2,2,8.2,0
0,5,0,1,2021,1,1,2023,1,5,122791,2.87,0,1,1,8.5,1
6,3,3,6,2021,1,1,2023,1,3,148978,2.99,4,2,4,0.0,1
4,7,1,4,2020,1,1,2023,1,7,57224,2.65,0,1,3,8.2,1
7,3,12,5,2022,1,1,2025,1,3,96044,2.54,0,3,1,6.7,1
7,3,6,2,2023,0,2,2025,1,3,38506,2.98,5,3,4,0.0,1
5,7,5,1,2023,0,4,2026,0,10,0,2.65,1,2,3,7.4,0
9,4,9,6,2022,1,1,2023,1,4,102770,2.61,1,4,0,9.0,1
3,0,10,3,2023,1,3,2026,1,0,74419,2.62,5,4,2,5.2,1
9,8,7,1,2022,0,2,2025,0,10,0,3.12,2,0,4,0.0,0
3,5,0,3,2021,0,0,2024,0,10,0,3.57,5,4,1,9.0,0
4,0,5,5,2019,1,0,2022,0,10,0,3.01,1,2,1,8.8,0
5,0,4,3,2023,1,3,2026,1,0,59777,2.56,5,1,4,0.0,1
9,0,10,2,2022,0,0,2023,0,10,0,3.99,1,2,3,5.1,0
2,3,5,7,2023,0,4,2025,1,3,135777,3.96,0,4,4,0.0,1
6,2,8,3,2020,0,3,2021,0,10,0,3.43,3,0,0,8.9,0
0,8,6,7,2020,0,2,2023,0,10,0,3.2,5,0,4,0.0,0
9,8,13,5,2019,0,1,2021,0,10,0,2.97,4,3,3,6.2,0
9,8,8,5,2022,1,4,2023,1,8,70015,3.43,1,4,1,7.1,1
4,3,9,3,2022,0,2,2024,1,3,91624,2.72,1,3,2,5.5,1
2,3,9,1,2022,1,4,2025,0,10,0,2.79,2,2,0,5.4,0
4,6,13,7,2019,0,1,2022,0,10,0,3.6,4,4,1,5.8,0
0,8,14,0,2019,0,4,2021,0,10,0,2.69,1,1,2,6.9,0
2,3,5,4,2021,1,2,2022,0,10,0,2.77,0,4,2,8.5,0
7,5,14,7,2020,1,3,2021,0,10,0,3.11,3,3,0,8.8,0
4,1,2,7,2021,0,3,2022,0,10,0,2.82,1,4,0,7.0,0
4,8,0,0,2019,0,1,2022,1,8,67700,3.4,3,1,3,7.2,1
3,1,14,1,2023,0,0,2026,0,10,0,2.95,0,3,3,8.2,0
2,1,5,6,2020,1,4,2023,1,1,143324,3.13,0,4,3,7.4,1
